iteration,total,bc,data,f,error_l2
4199,0.07380210608243942,0.0672573447227478,0.0034961786586791277,0.003048586891964078,0.12496987730264664
4299,0.004801896400749683,0.0030785559210926294,0.00013082611258141696,0.0015925143379718065,0.09552998095750809
4399,0.016625359654426575,0.011569480411708355,0.0007144918781705201,0.00434138672426343,0.10619336366653442
4499,0.008481007069349289,0.0066010309383273125,0.00021126742649357766,0.0016687086317688227,0.09309711307287216
4599,0.004573661368340254,0.0029502571560442448,0.00013666464656125754,0.001486739725805819,0.09933390468358994
4699,0.038930218666791916,0.033429503440856934,0.0006073110271245241,0.004893402103334665,0.10627921670675278
4799,0.0034243958070874214,0.0020247213542461395,0.00012622238136827946,0.0012734520714730024,0.09518977254629135
4899,0.004591711796820164,0.003248656867071986,0.00012327026342973113,0.0012197844916954637,0.0906250923871994
4999,0.00365742901340127,0.002642245963215828,0.0001229278277605772,0.0008922552806325257,0.09058147668838501
5099,0.002410395070910454,0.0014781332574784756,0.00011463263945188373,0.0008176292176358402,0.0888831689953804
5199,0.007544148247689009,0.004783878102898598,0.0002086995664285496,0.0025515707675367594,0.11111697554588318
5299,0.0034920373000204563,0.0021274390164762735,0.00011021514364983886,0.0012543832417577505,0.09686020016670227
5399,0.006269499659538269,0.004072638228535652,0.00018787635781336576,0.002008985262364149,0.09538315236568451
5499,0.0042568412609398365,0.0031452574767172337,0.00012457255797926337,0.0009870111243799329,0.09471254795789719
5599,0.044805992394685745,0.03346465528011322,0.0025369871873408556,0.008804352954030037,0.16456907987594604
5699,0.004085927736014128,0.002890851814299822,0.00011464622366474941,0.0010804298799484968,0.09764865040779114
5799,0.017346614971756935,0.015752702951431274,0.00021500357252079993,0.0013789092190563679,0.109808549284935
5899,0.012380324304103851,0.010064799338579178,0.00026753678685054183,0.002047988586127758,0.10393992811441422
5999,0.002268534619361162,0.0012804886791855097,0.00011538316175574437,0.0008726626983843744,0.09276498854160309
6099,0.0020744996145367622,0.0012462643207982183,0.00011432178871473297,0.0007139137014746666,0.09079006314277649
6199,0.0024349044542759657,0.0014023580588400364,0.00014520915283355862,0.0008873372571542859,0.0893179252743721
6299,0.003218621015548706,0.0021995468996465206,0.00015950162196531892,0.0008595724357292056,0.0904756486415863
6399,0.018522867932915688,0.010071149095892906,0.0011819374049082398,0.007269781548529863,0.1454775333404541
6499,0.0031508731190115213,0.0016084883827716112,0.00015110500680748373,0.0013912796275690198,0.10510215908288956
6599,0.0018035860266536474,0.001031909603625536,0.00011754217121051624,0.000654134142678231,0.09106419235467911
6699,0.002119283424690366,0.0013699347618967295,0.0001300105213886127,0.0006193380104377866,0.09126979112625122
6799,0.001855326583608985,0.00116512191016227,0.00015370003529824317,0.0005365046672523022,0.08862069249153137
6899,0.0033954856917262077,0.002239894587546587,0.00014243344776332378,0.001013157656416297,0.09057892113924026
6999,0.0064051030203700066,0.003331027925014496,0.00022100021305959672,0.002853074809536338,0.10315747559070587
7099,0.0024238391779363155,0.0016442231135442853,0.0001066236654878594,0.000672992377076298,0.08729102462530136
7199,0.0028093871660530567,0.002045984612777829,0.00015426364552695304,0.0006091389805078506,0.08803995698690414
7299,0.002177166985347867,0.0015049565117806196,0.00010565199045231566,0.0005665584467351437,0.08734553307294846
7399,0.02120518870651722,0.014623863622546196,0.00060705014038831,0.0059742736630141735,0.15439298748970032
7499,0.0031756944954395294,0.001880883239209652,0.00014154173550195992,0.001153269549831748,0.09551173448562622
7599,0.10173185914754868,0.08778508007526398,0.005404749885201454,0.008542027324438095,0.19721633195877075
7699,0.002990933833643794,0.0018008501501753926,0.00011808075942099094,0.0010720028076320887,0.09671922028064728
7799,0.0030183414928615093,0.0018891394138336182,0.000123201243695803,0.0010060009080916643,0.09788639843463898
7899,0.012305822223424911,0.010917703621089458,0.00017176959954667836,0.0012163487263023853,0.09120675176382065
7999,0.0038608417380601168,0.0025123204104602337,0.00016019822214730084,0.0011883231345564127,0.10066002607345581
8099,0.006967482622712851,0.004139950964599848,0.00023027216957416385,0.002597259357571602,0.11218832433223724
8199,0.004128105007112026,0.002793077379465103,0.00015289017756003886,0.0011821375228464603,0.09897705912590027
8299,0.0020515855867415667,0.0013379001757130027,0.00010682113497750834,0.0006068643997423351,0.09018734097480774
8399,0.024237969890236855,0.017378896474838257,0.0014395194593816996,0.0054195537231862545,0.1398748904466629
8499,0.0023552856873720884,0.0014798834454268217,0.0001391587284160778,0.0007362436153925955,0.09309002757072449
8599,0.002277058083564043,0.0014565270394086838,0.0001242221042048186,0.0006963089108467102,0.08927896618843079
8699,0.0023283164482563734,0.0016403076006099582,0.00010730369103839621,0.000580705120228231,0.08777358382940292
8799,0.005003813188523054,0.002933600451797247,0.0003144853108096868,0.0017557275714352727,0.11205369979143143
8899,0.011899943463504314,0.005202137865126133,0.0019278308609500527,0.0047699748538434505,0.14605236053466797
8999,0.0016253814101219177,0.0009065199992619455,0.00011925426224479452,0.0005996072432026267,0.0994706079363823
9099,0.006153525784611702,0.0037383250892162323,0.00022581145458389074,0.0021893896628171206,0.11008881032466888
9199,0.0018340552924200892,0.0011362384539097548,0.000128024592413567,0.0005697921733371913,0.09424101561307907
9299,0.0018507244531065226,0.0012673636665567756,0.00011634182737907395,0.00046701892279088497,0.0901048555970192
9399,0.0019052410498261452,0.0011841654777526855,0.0001223521976498887,0.0005987234180793166,0.09141353517770767
9499,0.001581675256602466,0.0008737554308027029,0.00010698085679905489,0.0006009389762766659,0.08887767046689987
9599,0.0013847604859620333,0.0007497902843169868,0.00010568972356850281,0.0005292805144563317,0.08694865554571152
9699,0.0019007811788469553,0.00106810440775007,0.00011451643513282761,0.0007181602995842695,0.08489838987588882
9799,0.0017478580120950937,0.000969769898802042,0.00010770117660285905,0.0006703869439661503,0.08592284470796585
9899,0.0011643850011751056,0.0007146409479901195,9.672132728155702e-05,0.00035302271135151386,0.08362674713134766
9999,0.08814316987991333,0.08046811074018478,0.00309841800481081,0.0045766388066112995,0.13456247746944427
10099,0.016937395557761192,0.013501414097845554,0.0006364041473716497,0.002799578011035919,0.10579980909824371
10199,0.005137715023010969,0.0025283796712756157,0.00019265541050117463,0.0024166801013052464,0.10503831505775452
10299,0.003261334728449583,0.002132923575118184,0.00018086181080434471,0.0009475492406636477,0.09230368584394455
10399,0.017681479454040527,0.013395891524851322,0.00036787884891964495,0.003917710389941931,0.11559338122606277
10499,0.0072725373320281506,0.004522668197751045,0.00038769995444454253,0.002362169325351715,0.10425619035959244
10599,0.001418056432157755,0.0007524903048761189,0.00011086674930993468,0.0005546993925236166,0.0901247039437294
10699,0.0010063782101497054,0.0005177531274966896,0.00010051367280539125,0.00038811139529570937,0.08581754565238953
10799,0.0008716496522538364,0.00045104045420885086,9.216678881784901e-05,0.00032844243105500937,0.0836956724524498
10899,0.0007680964190512896,0.00038436835166066885,8.85100380401127e-05,0.0002952180220745504,0.08257226645946503
10999,0.0008193267276510596,0.00043851142982020974,8.640986925456673e-05,0.0002944054431281984,0.0818006694316864
11099,0.0008816453046165407,0.0004536584601737559,9.024263272294775e-05,0.0003377441898919642,0.08059350401163101
11199,0.0016884192591533065,0.00105307437479496,0.0001408820244250819,0.0004944629035890102,0.08086595684289932
11299,0.017075618728995323,0.012876499444246292,0.00052370730554685,0.00367541192099452,0.11092881113290787
11399,0.008421320468187332,0.005229477770626545,0.00024140786263160408,0.0029504348058253527,0.09510529041290283
11499,0.003244618885219097,0.0021410412155091763,0.0001774751435732469,0.0009261024533770978,0.09080635011196136
11599,0.0018117252038791776,0.0010917370673269033,0.00011346226528985426,0.0006065259804017842,0.08547814935445786
11699,0.002654317067936063,0.0014711443800479174,0.00017723198106978089,0.001005940604954958,0.10121124237775803
11799,0.0014028593432158232,0.0008250016835518181,0.00010531621228437871,0.0004725415201392025,0.0865790918469429
11899,0.0013448715908452868,0.0007983598043210804,9.627685358282179e-05,0.00045023488928563893,0.08348832279443741
11999,0.00111791689414531,0.0006764477584511042,8.803688979241997e-05,0.000353432260453701,0.08296249061822891
12099,0.02054755762219429,0.010980219580233097,0.0010788601357489824,0.00848847720772028,0.12735122442245483
12199,0.0015613483265042305,0.0008594014216214418,0.00011697398440446705,0.0005849729059264064,0.09375365823507309
12299,0.0017218568827956915,0.0009389540646225214,0.00013202943955548108,0.0006508733495138586,0.0897774025797844
12399,0.0009177118190564215,0.0005267016240395606,8.755666203796864e-05,0.0003034535329788923,0.0848085954785347
12499,0.0008214596309699118,0.00046924370690248907,8.271441765828058e-05,0.000269501528237015,0.0825563445687294
12599,0.0011693781707435846,0.0006467784405685961,8.451885514659807e-05,0.0004380808968562633,0.08120860904455185
12699,0.000715585658326745,0.00041447070543654263,7.612663466716185e-05,0.00022498828184325248,0.08130432665348053
12799,0.0042897178791463375,0.0020784453954547644,0.0003354261862114072,0.0018758464138954878,0.09562867134809494
12899,0.0018914529355242848,0.00102426134981215,9.973591659218073e-05,0.0007674556691199541,0.08337607979774475
12999,0.0009328174055553973,0.0005448497831821442,7.900506170699373e-05,0.0003089625097345561,0.08112692832946777
13099,0.005550893489271402,0.002812010236084461,0.0005268070963211358,0.0022120759822428226,0.10038191825151443
13199,0.0007720146677456796,0.0004382130573503673,7.825632201274857e-05,0.00025554533931426704,0.08179176598787308
13299,0.0005963844014331698,0.0003343953867442906,6.872042285976931e-05,0.00019326861365698278,0.07957031577825546
13399,0.0017330511473119259,0.0010384436463937163,7.868810644140467e-05,0.0006159193580970168,0.07971346378326416
13499,0.0145076559856534,0.007292448077350855,0.000928656489122659,0.006286551244556904,0.14682941138744354
13599,0.004794314503669739,0.002991212299093604,0.00024971552193164825,0.0015533864498138428,0.11061236262321472
13699,0.0032867698464542627,0.0020686043426394463,0.0001674637314863503,0.001050701946951449,0.10315873473882675
13799,0.0025218003429472446,0.0015462962910532951,0.00014062190894037485,0.0008348822593688965,0.10067280381917953
13899,0.002033843891695142,0.0012109535746276379,0.0001276592374779284,0.0006952311960048974,0.0990811437368393
13999,0.0017035536002367735,0.0009889982175081968,0.00011981852730968967,0.0005947368917986751,0.09752840548753738
14099,0.0015789205208420753,0.0009026782354339957,0.00012101040192646906,0.0005552319344133139,0.09603232145309448
14199,0.013508178293704987,0.009679214097559452,0.0003565944207366556,0.0034723705612123013,0.1057337149977684
14299,0.018389038741588593,0.01425179187208414,0.0007620440446771681,0.003375202650204301,0.1363760232925415
14399,0.002971672685816884,0.002117389114573598,0.00014704705972690135,0.0007072365842759609,0.09680981934070587
14499,0.001853414811193943,0.0012704785913228989,0.00010975488839903846,0.00047318136785179377,0.09354571998119354
14599,0.007796690333634615,0.0071503096260130405,0.00011790789721999317,0.0005284729413688183,0.09844779968261719
14699,0.0015497172717005014,0.0010747655760496855,0.00010691225179471076,0.0003680395020637661,0.09186830371618271
14799,0.0016745676985010505,0.0011649788357317448,0.00010252642823616043,0.00040706241270527244,0.09048532694578171
14899,0.012075485661625862,0.007943210192024708,0.0008740703342482448,0.0032582050189375877,0.11612746119499207
14999,0.0017520260298624635,0.0013521125074476004,0.00010127235145773739,0.00029864118550904095,0.08874242752790451
15099,0.001086865202523768,0.0007096501649357378,9.585850784787908e-05,0.00028135659522376955,0.0873461365699768
15199,0.0014679855667054653,0.0009459722205065191,0.00013655955262947828,0.00038545369170606136,0.08872643858194351
15299,0.00089092185953632,0.0005492615164257586,9.974105341825634e-05,0.00024191931879613549,0.08786755800247192
15399,0.0015402717981487513,0.0010668124305084348,0.0001494388561695814,0.00032402054057456553,0.08711101859807968
15499,0.0014792773872613907,0.0008766511455178261,0.00010149720765184611,0.0005011291359551251,0.088346466422081
15599,0.0008524206350557506,0.00048828020226210356,8.960829291027039e-05,0.00027453212533146143,0.08683443814516068
15699,0.0007054358720779419,0.0003876705013681203,8.517317473888397e-05,0.0002325921959709376,0.08599011600017548
15799,0.0009502937900833786,0.0004759031580761075,9.09784430405125e-05,0.0003834121744148433,0.08498036861419678
15899,0.0008831967716105282,0.0005494658835232258,8.794875611783937e-05,0.0002457821392454207,0.08610411733388901
15999,0.0008602484012953937,0.0004633715143427253,9.125247743213549e-05,0.0003056243876926601,0.08600809425115585
16099,0.001120012137107551,0.0007342012831941247,0.00010381666652392596,0.00028199420194141567,0.0853126049041748
16199,0.0008569900528527796,0.00045684416545554996,8.777744369581342e-05,0.00031236844370141625,0.08281191438436508
16299,0.0010828857775777578,0.0006882549496367574,0.0001083723982446827,0.0002862584369722754,0.08347336947917938
16399,0.0008535259403288364,0.0004688348271884024,8.99563092389144e-05,0.0002947347820736468,0.0825604572892189
16499,0.0005927712190896273,0.00032355787698179483,6.727105937898159e-05,0.0002019422681769356,0.08172570914030075
16599,0.015065253712236881,0.008122919127345085,0.0008480286342091858,0.0060943057760596275,0.12764553725719452
16699,0.0010653971694409847,0.0005107006290927529,0.00010187735460931435,0.0004528192221187055,0.08796330541372299
16799,0.0023324775975197554,0.00148860237095505,0.00010970210132654756,0.0007341731688939035,0.09424711763858795
16899,0.0008915076614357531,0.00045332725858315825,9.43187260418199e-05,0.00034386172774247825,0.08875355869531631
16999,0.006437455769628286,0.0029500306118279696,0.0005627708742395043,0.0029246543999761343,0.12022314220666885
17099,0.0011018435470759869,0.000539780652616173,0.00011268338130321354,0.00044937949860468507,0.09033723920583725
17199,0.0007001560879871249,0.00032466702396050096,9.665787365520373e-05,0.00027883119764737785,0.08717602491378784
17299,0.0009602600475773215,0.0005863349069841206,8.949490438681096e-05,0.00028443022165447474,0.08602239936590195
17399,0.0005363346426747739,0.0002539331908337772,8.378096390515566e-05,0.00019862048793584108,0.0849330797791481
17499,0.0006989221437834203,0.00037938563036732376,8.780629286775365e-05,0.00023173019872047007,0.08427935838699341
17599,0.0011107957689091563,0.0008150371140800416,8.679124584887177e-05,0.0002089674526359886,0.08264942467212677
17699,0.0006469193613156676,0.00035213580122217536,7.845206710044295e-05,0.0002163314784411341,0.08391354233026505
17799,0.0004946045228280127,0.0002637343422975391,7.431889389408752e-05,0.00015655127936042845,0.08147067576646805
17899,0.0004408856329973787,0.0002178146824007854,7.445607479894534e-05,0.00014861489762552083,0.08074934780597687
17999,0.0005087137687951326,0.0002500824921298772,8.010115561774e-05,0.00017853014287538826,0.08044653385877609
18099,0.000411295477533713,0.00018424118752591312,6.488978397101164e-05,0.00016216450603678823,0.07942983508110046
18199,0.0004705327155534178,0.00024303414102178067,9.190568380290642e-05,0.00013559289800468832,0.08017762750387192
18299,0.0006863513262942433,0.0004459246410988271,6.793638749513775e-05,0.00017249034135602415,0.07874485105276108
18399,0.0005686924559995532,0.0003134487778879702,6.532951374538243e-05,0.00018991422257386148,0.07753609120845795
18499,0.00257971347309649,0.001595136127434671,0.00018673043814487755,0.0007978469366207719,0.08024375140666962
18599,0.0005843624821864069,0.000380067533114925,6.301800021901727e-05,0.0001412769197486341,0.07737765461206436
18699,0.00036612385883927345,0.0001735518017085269,5.8919762523146346e-05,0.000133652298245579,0.07647708058357239
18799,0.08959247916936874,0.06072058901190758,0.01761353574693203,0.011258356273174286,0.3409470021724701
18899,0.0023937486112117767,0.0008714653667993844,0.0001594557979842648,0.001362827606499195,0.10528020560741425
18999,0.0005425187991932034,0.00019193545449525118,8.371432340936735e-05,0.0002668689994607121,0.08413747698068619
19099,0.0003913859254680574,0.00012971476826351136,7.597303920192644e-05,0.00018569809617474675,0.08212882280349731
19199,0.0005938393296673894,0.00022502044157590717,7.976146298460662e-05,0.0002890574396587908,0.08061998337507248
19299,0.0004321015439927578,0.00016850922838784754,6.917295104358345e-05,0.00019441935000941157,0.08063045144081116
19399,0.000545653747394681,0.00022804614854976535,7.726699550403282e-05,0.00024034062516875565,0.08039069175720215
19499,0.00040700138197280467,0.00021102007303852588,6.600839697057381e-05,0.00012997290468774736,0.07968287914991379
19599,0.00046487723011523485,0.0002600614679977298,6.252917228266597e-05,0.0001422865898348391,0.07772328704595566
19699,0.00027070404030382633,9.812011558096856e-05,5.439357119030319e-05,0.000118190364446491,0.07804683595895767
19799,0.0002954422088805586,0.0001236765820067376,5.4834436014061794e-05,0.00011693120177369565,0.07593176513910294
19899,0.0002999015850946307,0.0001298135903198272,5.0493646995164454e-05,0.00011959433322772384,0.0760880708694458
19999,0.00023880110529717058,8.519938273821026e-05,5.0665868911892176e-05,0.00010293585364706814,0.07527948170900345
20099,0.0002358006313443184,8.559051639167592e-05,4.8622612666804343e-05,0.00010158751683775336,0.07479666918516159
20199,0.0008553072111681104,0.0005825451225973666,7.924319652374834e-05,0.000193518862943165,0.07568646967411041
20299,0.004605215974152088,0.002146521583199501,0.00016148184658959508,0.0022972121369093657,0.1058906763792038
20399,0.0006969241076149046,0.00028405108605511487,7.729341450612992e-05,0.0003355796216055751,0.08487526327371597
20499,0.00038029823917895555,0.00013770196528639644,6.516295979963616e-05,0.00017743330681696534,0.07947158068418503
20599,0.0002974255767185241,0.00010159394150832668,5.90479357924778e-05,0.0001367836957797408,0.07773831486701965
20699,0.00027976674027740955,0.0001037669280776754,5.5180295021273196e-05,0.00012081950990250334,0.07699878513813019
20799,0.0002650439855642617,9.245439287042245e-05,5.169779251446016e-05,0.00012089178198948503,0.07583396881818771
20899,0.0003069316444452852,0.00011018831719411537,5.2214534662198275e-05,0.00014452877803705633,0.07474038004875183
20999,0.0004714632814284414,0.00021864959853701293,5.8387191529618576e-05,0.00019442648044787347,0.07494812458753586
21099,0.00027723200037144125,9.94409856502898e-05,4.623478162102401e-05,0.00013155624037608504,0.0739060565829277
21199,0.0002766851685009897,0.00010068504343507811,4.733710738946684e-05,0.0001286629994865507,0.07285556197166443
21299,0.0002604514011181891,9.436478285351768e-05,4.333996184868738e-05,0.00012274665641598403,0.0726187452673912
21399,0.00021053789532743394,7.422077760566026e-05,4.4088144932175055e-05,9.222897642757744e-05,0.07195146381855011
21499,0.000291214237222448,0.0001127731884480454,4.626359077519737e-05,0.00013217746163718402,0.07174234837293625
21599,0.0001923601666931063,6.550912075908855e-05,4.0430371882393956e-05,8.642067405162379e-05,0.07104714959859848
21699,0.00019303015142213553,6.470220250776038e-05,4.27453633164987e-05,8.558257832191885e-05,0.07071681320667267
21799,0.00018927654309663922,6.243421375984326e-05,3.8038149796193466e-05,8.880417590262368e-05,0.07024502754211426
21899,0.00018148377421312034,5.6936009059427306e-05,3.812678551184945e-05,8.642097964184359e-05,0.06956110894680023
21999,0.00016199942911043763,4.7619363613193855e-05,3.648868732852861e-05,7.789137453073636e-05,0.06912320107221603
22099,0.0003178498591296375,0.00016160494124051183,3.991979974671267e-05,0.00011632510722847655,0.06906698644161224
22199,0.00015688722487539053,4.515444743447006e-05,3.513485353323631e-05,7.659792026970536e-05,0.06810513138771057
22299,0.00022072209685575217,9.589552792022005e-05,3.7159406929276884e-05,8.766715473029763e-05,0.06747710704803467
22399,0.00026597411488182843,0.00011467587319202721,3.7748930481029674e-05,0.00011354932212270796,0.06744913011789322
22499,0.0001825627696234733,7.122525130398571e-05,3.4370608773315325e-05,7.696691318415105e-05,0.06668154895305634
22599,0.0002573853125795722,0.00013683373981621116,3.724209454958327e-05,8.330946729984134e-05,0.06599373370409012
22699,0.00016745508764870465,4.87118522869423e-05,3.235814074287191e-05,8.638509461889043e-05,0.065648652613163
22799,0.00015367208106908947,4.974028342985548e-05,3.2642074074829e-05,7.128973084036261e-05,0.06510986387729645
22899,0.00016392156248912215,5.790860450360924e-05,3.065920463996008e-05,7.535375334555283e-05,0.06441029161214828
22999,0.00014722540799994022,4.531764716375619e-05,3.040769115614239e-05,7.150006422307342e-05,0.0639006644487381
23099,0.0005549200577661395,0.00041408109245821834,4.8628200602252036e-05,9.22108010854572e-05,0.06488288193941116
23199,0.000489634636323899,0.0002772824664134532,5.0624988944036886e-05,0.0001617271627765149,0.06426764279603958
23299,0.00014064196147955954,4.720221841125749e-05,2.7226245947531424e-05,6.621349893976003e-05,0.0625823587179184
23399,0.00030111358501017094,0.00020234161638654768,3.1302388379117474e-05,6.746956205461174e-05,0.06248340755701065
23499,0.03826189413666725,0.03237652778625488,0.0014210554072633386,0.0044643087312579155,0.11686830222606659
23599,0.006960589438676834,0.005343586206436157,0.0001249575725523755,0.0014920455869287252,0.09467092901468277
23699,0.0012799918185919523,0.0008186320192180574,7.383502088487148e-05,0.0003875248075928539,0.08241831511259079
23799,0.0007548525463789701,0.0004017043684143573,6.048005525371991e-05,0.0002926681481767446,0.07987608760595322
23899,0.000681268866173923,0.0003809275513049215,5.4765485401730984e-05,0.00024557585129514337,0.0784892812371254
23999,0.00044676093966700137,0.00018556842405814677,4.877193714492023e-05,0.00021242057846393436,0.07712776213884354
24099,0.003970516379922628,0.003278168849647045,6.024769754731096e-05,0.0006321000400930643,0.08003406971693039
24199,0.0017536426894366741,0.001405224553309381,4.9486232455819845e-05,0.0002989319618791342,0.07778819650411606
24299,0.000828295131213963,0.0005613964167423546,4.069051283295266e-05,0.0002262081834487617,0.07655748724937439
24399,0.0006767639424651861,0.00039283354999497533,3.856477633235045e-05,0.0002453656343277544,0.07519210129976273
24499,0.0006618418847210705,0.0003777662350330502,4.977622302249074e-05,0.00023429939756169915,0.08199943602085114
24599,0.0005561631405726075,0.00028737157117575407,4.258042827132158e-05,0.00022621112293563783,0.07945940643548965
24699,0.00032548632589168847,0.0001635692169656977,3.957460285164416e-05,0.00012234249152243137,0.07759454846382141
24799,0.0002781892544589937,0.00013027642853558064,3.726275099324994e-05,0.00011065008584409952,0.07602515071630478
24899,0.0004403763741720468,0.00022295440430752933,3.6784073017770424e-05,0.00018063790048472583,0.07486628741025925
24999,0.0002453393826726824,0.00010384938650531694,3.4874323318945244e-05,0.00010661566921044141,0.07341838628053665
25099,0.00036672194255515933,0.00018004048615694046,3.486898276605643e-05,0.00015181247727014124,0.0724257081747055
25199,0.00034425617195665836,0.00017361025675199926,3.496247882139869e-05,0.00013568344002123922,0.07108712941408157
25299,0.00020641567243728787,8.168011845555156e-05,3.190944335074164e-05,9.282611426897347e-05,0.0704694464802742
25399,0.00019793547107838094,7.707211625529453e-05,3.176592872478068e-05,8.909741882234812e-05,0.06973904371261597
25499,0.0001771136885508895,6.338220555335283e-05,3.059207301703282e-05,8.313941361848265e-05,0.06878625601530075
25599,0.00021008035400882363,8.01291098468937e-05,3.13735035888385e-05,9.857773693511263e-05,0.0678907185792923
25699,0.0002500420669093728,0.00012239742500241846,3.0856226658215746e-05,9.67884116107598e-05,0.06729037314653397
25799,0.0003257464268244803,0.0001803222403395921,3.040635237994138e-05,0.00011501784319989383,0.0664578452706337
25899,0.00016434754070360214,5.9035086451331154e-05,2.755458808678668e-05,7.775786070851609e-05,0.06599175930023193
25999,0.0002312849392183125,0.00010232775093754753,2.9604823794215918e-05,9.935237176250666e-05,0.06532268971204758
26099,0.00020081104594282806,9.021900041261688e-05,2.6366096790297888e-05,8.422596147283912e-05,0.06488612294197083
26199,0.0002811833983287215,0.00015487319615203887,2.881813452404458e-05,9.749206947162747e-05,0.0639115571975708
26299,0.0001915094326250255,8.293995779240504e-05,2.4693577870493755e-05,8.387590060010552e-05,0.0637071281671524
26399,0.0001590149331605062,6.28463676548563e-05,2.5531202481943183e-05,7.063736120471731e-05,0.06284742802381516
26499,0.00018790498143061996,8.742228237679228e-05,2.397003845544532e-05,7.651266059838235e-05,0.06249821186065674
26599,0.00014635821571573615,5.392657112679444e-05,2.2466863811132498e-05,6.99647789588198e-05,0.06181766092777252
26699,0.0001690918579697609,7.094121974660084e-05,2.8700154871330597e-05,6.945047789486125e-05,0.061357833445072174
26799,0.00017732364358380437,8.173495007213205e-05,2.707895873754751e-05,6.850974023109302e-05,0.06092064827680588
26899,0.0003381691058166325,0.00021432524954434484,2.3449742002412677e-05,0.0001003941215458326,0.06068580970168114
26999,0.00033201996120624244,0.00020619769929908216,2.3372700525214896e-05,0.00010244955046800897,0.06012537330389023
