x,y,p,tv,av,rv,sv
 7.503920794E-02, 5.499999970E-02, 8.837752044E-03, 5.214859266E-03, 1.047056518E-03,-9.92E-05, 5.107531324E-03
 7.735294104E-02, 5.500000343E-02, 6.989148445E-03, 2.558846958E-03, 3.876459959E-04,-2.06E-04, 2.520747017E-03
 7.966666669E-02, 5.499999598E-02, 6.999677047E-03, 2.582294168E-03,-4.00E-04,-2.06E-04, 2.542578382E-03
 8.198039234E-02, 5.499999970E-02, 8.880775422E-03, 5.262260325E-03,-1.05E-03,-9.51E-05, 5.154722370E-03
 8.429411799E-02, 5.499999970E-02, 1.246082596E-02, 8.116801269E-03,-5.32E-04, 3.730549943E-04, 8.090548217E-03
 8.660784364E-02, 5.499999970E-02, 1.155022066E-02, 7.518757600E-03, 8.541874704E-04, 2.432781766E-04, 7.465817966E-03
 8.892156184E-02, 5.499999598E-02, 8.098818362E-03, 4.331135657E-03, 9.241274674E-04,-1.65E-04, 4.228041042E-03
 9.123529494E-02, 5.499999598E-02, 6.836155429E-03, 2.261559246E-03, 1.872110588E-04,-1.97E-04, 2.244960750E-03
 9.354902059E-02, 5.499999598E-02, 7.227462251E-03, 3.018980846E-03,-5.83E-04,-2.04E-04, 2.954971511E-03
 9.586274624E-02, 5.499999970E-02, 9.656293318E-03, 6.022848655E-03,-1.08E-03,-8.02E-06, 5.924187601E-03
 9.817647189E-02, 5.499999970E-02, 1.287607756E-02, 8.360791020E-03,-2.13E-04, 4.288447963E-04, 8.346744813E-03
 1.004901901E-01, 5.499999598E-02, 1.072231494E-02, 6.912495010E-03, 1.010432607E-03, 1.277566334E-04, 6.836839020E-03
 1.028039306E-01, 5.500000343E-02, 7.648751140E-03, 3.706520889E-03, 7.886243402E-04,-1.91E-04, 3.616512055E-03
 1.051176488E-01, 5.499999970E-02, 6.782505196E-03, 2.166154096E-03, 3.334953362E-05,-1.92E-04, 2.157086739E-03
 1.074313745E-01, 5.499999970E-02, 7.492912002E-03, 3.478740342E-03,-7.33E-04,-2.01E-04, 3.394698491E-03
 1.097450927E-01, 5.499999970E-02, 1.041505486E-02, 6.704265252E-03,-1.07E-03, 7.851655391E-05, 6.617611274E-03
 1.120588332E-01, 5.499999970E-02, 1.311363280E-02, 8.603860624E-03, 8.206572238E-05, 4.593689810E-04, 8.590982296E-03
 1.143725514E-01, 5.499999970E-02, 9.938839823E-03, 6.694138516E-03, 1.194278826E-03, 6.909375224E-05, 6.586089730E-03
 1.166862771E-01, 5.499999970E-02, 6.774386391E-03, 3.430092009E-03, 8.691416006E-04,-1.97E-04, 3.312220331E-03
 1.190000102E-01, 5.499999970E-02, 5.905077793E-03, 8.969514747E-04, 1.460612402E-04,-1.42E-04, 8.733497234E-04
