x,y,sv
 4.207500070E-02, 5.026204139E-02, 2.359714173E-02
 4.222499952E-02, 5.026204139E-02, 2.362934127E-02
 4.237499833E-02, 5.026204139E-02, 2.366334200E-02
 4.252500087E-02, 5.026204139E-02, 2.369908988E-02
 4.267499968E-02, 5.026204139E-02, 2.373650298E-02
 4.282499850E-02, 5.026204139E-02, 2.377549000E-02
 4.297500104E-02, 5.026204139E-02, 2.381592616E-02
 6.127499789E-02, 5.026204139E-02, 2.394864894E-02
 6.142500043E-02, 5.026204139E-02, 2.390584536E-02
 6.157499924E-02, 5.026204139E-02, 2.386399917E-02
 6.172499806E-02, 5.026204139E-02, 2.382330783E-02
 6.187500060E-02, 5.026204139E-02, 2.378393896E-02
 6.202499941E-02, 5.026204139E-02, 2.374602482E-02
 6.217499822E-02, 5.026204139E-02, 2.370967716E-02
 6.232500076E-02, 5.026204139E-02, 2.367498353E-02
 6.247499958E-02, 5.026204139E-02, 2.364201471E-02
 6.262499839E-02, 5.026204139E-02, 2.361081727E-02
 6.277500093E-02, 5.026204139E-02, 2.358142473E-02
 6.292500347E-02, 5.026204139E-02, 2.355386131E-02
 6.307499856E-02, 5.026204139E-02, 2.352813445E-02
 6.322500110E-02, 5.026204139E-02, 2.350424044E-02
 6.337500364E-02, 5.026204139E-02, 2.348216809E-02
 6.352499872E-02, 5.026204139E-02, 2.346190438E-02
 6.367500126E-02, 5.026204139E-02, 2.344342135E-02
 6.382500380E-02, 5.026204139E-02, 2.342669480E-02
 6.397499889E-02, 5.026204139E-02, 2.341169119E-02
 6.412500143E-02, 5.026204139E-02, 2.339837700E-02
 6.427500397E-02, 5.026204139E-02, 2.338672243E-02
 6.442499906E-02, 5.026204139E-02, 2.337669209E-02
 6.457500160E-02, 5.026204139E-02, 2.336825617E-02
 6.472500414E-02, 5.026204139E-02, 2.336138859E-02
 6.487499923E-02, 5.026204139E-02, 2.335606515E-02
 6.502500176E-02, 5.026204139E-02, 2.335226350E-02
 6.517500430E-02, 5.026204139E-02, 2.334997244E-02
 6.532499939E-02, 5.026204139E-02, 2.334918082E-02
 6.547500193E-02, 5.026204139E-02, 2.334988303E-02
 6.562500447E-02, 5.026204139E-02, 2.335208282E-02
 6.577499956E-02, 5.026204139E-02, 2.335578948E-02
 6.592500210E-02, 5.026204139E-02, 2.336101606E-02
 6.607500464E-02, 5.026204139E-02, 2.336777933E-02
 6.622499973E-02, 5.026204139E-02, 2.337610349E-02
 6.637500226E-02, 5.026204139E-02, 2.338601463E-02
 6.652500480E-02, 5.026204139E-02, 2.339754067E-02
 6.667499989E-02, 5.026204139E-02, 2.341071516E-02
 6.682500243E-02, 5.026204139E-02, 2.342556976E-02
 6.697500497E-02, 5.026204139E-02, 2.344213426E-02
 6.712500006E-02, 5.026204139E-02, 2.346044034E-02
 6.727500260E-02, 5.026204139E-02, 2.348051593E-02
 6.742499769E-02, 5.026204139E-02, 2.350238524E-02
 6.757500023E-02, 5.026204139E-02, 2.352606691E-02
 6.772500277E-02, 5.026204139E-02, 2.355156839E-02
 6.787499785E-02, 5.026204139E-02, 2.357889153E-02
 6.802500039E-02, 5.026204139E-02, 2.360803448E-02
 6.817500293E-02, 5.026204139E-02, 2.363897301E-02
 6.832499802E-02, 5.026204139E-02, 2.367167547E-02
 6.847500056E-02, 5.026204139E-02, 2.370609529E-02
 6.862500310E-02, 5.026204139E-02, 2.374216542E-02
 6.877499819E-02, 5.026204139E-02, 2.377980389E-02
 6.892500073E-02, 5.026204139E-02, 2.381890453E-02
 6.907500327E-02, 5.026204139E-02, 2.385933511E-02
 6.922499835E-02, 5.026204139E-02, 2.390093356E-02
 6.937500089E-02, 5.026204139E-02, 2.394351736E-02
 6.952500343E-02, 5.026204139E-02, 2.398685925E-02
 6.967499852E-02, 5.026204139E-02, 2.403069660E-02
 6.982500106E-02, 5.026204139E-02, 2.407473885E-02
 6.997500360E-02, 5.026204139E-02, 2.411864325E-02
 7.012499869E-02, 5.026204139E-02, 2.416202426E-02
 7.027500123E-02, 5.026204139E-02, 2.420447208E-02
 7.042500377E-02, 5.026204139E-02, 2.424551733E-02
 7.057499886E-02, 5.026204139E-02, 2.428467758E-02
 7.072500139E-02, 5.026204139E-02, 2.432143874E-02
 7.087500393E-02, 5.026204139E-02, 2.435527556E-02
 7.102499902E-02, 5.026204139E-02, 2.438567393E-02
 7.117500156E-02, 5.026204139E-02, 2.441213280E-02
 7.132500410E-02, 5.026204139E-02, 2.443419024E-02
 7.147499919E-02, 5.026204139E-02, 2.445145138E-02
 7.162500173E-02, 5.026204139E-02, 2.446358465E-02
 7.177500427E-02, 5.026204139E-02, 2.447035909E-02
 7.192499936E-02, 5.026204139E-02, 2.447164059E-02
 7.207500190E-02, 5.026204139E-02, 2.446741052E-02
 7.222500443E-02, 5.026204139E-02, 2.445775457E-02
 7.237499952E-02, 5.026204139E-02, 2.444286831E-02
 7.252500206E-02, 5.026204139E-02, 2.442304231E-02
 7.267500460E-02, 5.026204139E-02, 2.439865097E-02
 7.282499969E-02, 5.026204139E-02, 2.437013201E-02
 7.297500223E-02, 5.026204139E-02, 2.433796972E-02
 7.312500477E-02, 5.026204139E-02, 2.430268191E-02
 7.327499986E-02, 5.026204139E-02, 2.426478826E-02
 7.342500240E-02, 5.026204139E-02, 2.422480658E-02
 7.357500494E-02, 5.026204139E-02, 2.418324351E-02
 7.372500002E-02, 5.026204139E-02, 2.414056472E-02
 7.387500256E-02, 5.026204139E-02, 2.409720980E-02
 7.402499765E-02, 5.026204139E-02, 2.405357547E-02
 7.417500019E-02, 5.026204139E-02, 2.401001751E-02
 7.432500273E-02, 5.026204139E-02, 2.396685071E-02
 7.447499782E-02, 5.026204139E-02, 2.392435074E-02
 7.462500036E-02, 5.026204139E-02, 2.388274856E-02
 7.477500290E-02, 5.026204139E-02, 2.384224907E-02
 7.492499799E-02, 5.026204139E-02, 2.380302362E-02
 7.507500052E-02, 5.026204139E-02, 2.376521006E-02
 1.071750000E-01, 5.026204139E-02, 2.348490618E-02
 1.073250026E-01, 5.026204139E-02, 2.350421436E-02
 1.074749976E-01, 5.026204139E-02, 2.352523804E-02
 1.076250002E-01, 5.026204139E-02, 2.354801074E-02
 1.077750027E-01, 5.026204139E-02, 2.357255109E-02
 1.079249978E-01, 5.026204139E-02, 2.359887213E-02
 1.080750003E-01, 5.026204139E-02, 2.362697758E-02
 1.082250029E-01, 5.026204139E-02, 2.365685813E-02
 1.083749980E-01, 5.026204139E-02, 2.368848771E-02
 1.085250005E-01, 5.026204139E-02, 2.372183464E-02
 1.086750031E-01, 5.026204139E-02, 2.375683933E-02
 1.088249981E-01, 5.026204139E-02, 2.379342727E-02
 1.089750007E-01, 5.026204139E-02, 2.383150347E-02
 1.091250032E-01, 5.026204139E-02, 2.387094498E-02
 1.092749983E-01, 5.026204139E-02, 2.391159721E-02
 1.094250008E-01, 5.026204139E-02, 2.395328321E-02
 1.095750034E-01, 5.026204139E-02, 2.399578691E-02
 1.097249985E-01, 5.026204139E-02, 2.403885499E-02
 1.098750010E-01, 5.026204139E-02, 2.408219688E-02
 1.100250036E-01, 5.026204139E-02, 2.412547730E-02
 1.101749986E-01, 5.026204139E-02, 2.416831814E-02
 1.103250012E-01, 5.026204139E-02, 2.421030030E-02
 1.104750037E-01, 5.026204139E-02, 2.425096557E-02
 1.106249988E-01, 5.026204139E-02, 2.428981662E-02
 1.107750013E-01, 5.026204139E-02, 2.432633564E-02
 1.109250039E-01, 5.026204139E-02, 2.435998619E-02
 1.110749990E-01, 5.026204139E-02, 2.439023554E-02
 1.112250015E-01, 5.026204139E-02, 2.441656590E-02
 1.113750041E-01, 5.026204139E-02, 2.443849109E-02
 1.115249991E-01, 5.026204139E-02, 2.445559017E-02
 1.116750017E-01, 5.026204139E-02, 2.446750551E-02
 1.118250042E-01, 5.026204139E-02, 2.447397448E-02
 1.119749993E-01, 5.026204139E-02, 2.447483502E-02
 1.121250018E-01, 5.026204139E-02, 2.447004057E-02
 1.122750044E-01, 5.026204139E-02, 2.445964701E-02
 1.124249995E-01, 5.026204139E-02, 2.444382571E-02
 1.125750020E-01, 5.026204139E-02, 2.442284301E-02
 1.127250046E-01, 5.026204139E-02, 2.439705096E-02
 1.128749996E-01, 5.026204139E-02, 2.436686307E-02
 1.130250022E-01, 5.026204139E-02, 2.433274686E-02
 1.131750047E-01, 5.026204139E-02, 2.429519407E-02
 1.133249998E-01, 5.026204139E-02, 2.425469831E-02
 1.134750023E-01, 5.026204139E-02, 2.421174943E-02
 1.136250049E-01, 5.026204139E-02, 2.416682057E-02
 1.137750000E-01, 5.026204139E-02, 2.412033640E-02
 1.139250025E-01, 5.026204139E-02, 2.407269180E-02
 1.140749976E-01, 5.026204139E-02, 2.402423322E-02
 1.142250001E-01, 5.026204139E-02, 2.397525311E-02
 1.143750027E-01, 5.026204139E-02, 2.392600104E-02
 1.145249978E-01, 5.026204139E-02, 2.387668192E-02
 1.146750003E-01, 5.026204139E-02, 2.382744849E-02
 1.148250028E-01, 5.026204139E-02, 2.377841994E-02
 1.149749979E-01, 5.026204139E-02, 2.372967266E-02
 1.151250005E-01, 5.026204139E-02, 2.368124388E-02
 1.152750030E-01, 5.026204139E-02, 2.363314480E-02
 1.154249981E-01, 5.026204139E-02, 2.358535118E-02
 1.155750006E-01, 5.026204139E-02, 2.353780530E-02
 1.157250032E-01, 5.026204139E-02, 2.349041961E-02
 1.158749983E-01, 5.026204139E-02, 2.344308607E-02
 1.160250008E-01, 5.026204139E-02, 2.339564636E-02
 1.161750033E-01, 5.026204139E-02, 2.334791981E-02
 1.163249984E-01, 5.026204139E-02, 2.329968847E-02
 1.164750010E-01, 5.026204139E-02, 2.325068042E-02
 1.166250035E-01, 5.026204139E-02, 2.320057712E-02
 1.167749986E-01, 5.026204139E-02, 2.314900234E-02
 1.169250011E-01, 5.026204139E-02, 2.309548855E-02
 1.170750037E-01, 5.026204139E-02, 2.303948626E-02
 1.172249988E-01, 5.026204139E-02, 2.298032306E-02
 1.173750013E-01, 5.026204139E-02, 2.291715704E-02
 1.175250039E-01, 5.026204139E-02, 2.284895442E-02
 1.176749989E-01, 5.026204139E-02, 2.277438715E-02
 1.178250015E-01, 5.026204139E-02, 2.269176394E-02
 1.179750040E-01, 5.026204139E-02, 2.259887382E-02
 1.181249991E-01, 5.026204139E-02, 2.249275520E-02
 1.182750016E-01, 5.026204139E-02, 2.236939780E-02
 1.184250042E-01, 5.026204139E-02, 2.222322673E-02
 1.185749993E-01, 5.026204139E-02, 2.204623818E-02
 1.187250018E-01, 5.026204139E-02, 2.182664722E-02
 1.188750044E-01, 5.026204139E-02, 2.154637501E-02
 1.190249994E-01, 5.026204139E-02, 2.117636614E-02
 1.191750020E-01, 5.026204139E-02, 2.066735551E-02
 1.193250045E-01, 5.026204139E-02, 1.992990635E-02
 1.194749996E-01, 5.026204139E-02, 1.878849044E-02
 1.196250021E-01, 5.026204139E-02, 1.687069237E-02
 1.197750047E-01, 5.026204139E-02, 1.334095839E-02
 1.199249998E-01, 5.026204139E-02, 6.391489413E-03
 7.500000356E-05, 5.026204139E-02, 6.390649360E-03
 2.250000107E-04, 5.026204139E-02, 1.333787944E-02
 3.750000033E-04, 5.026204139E-02, 1.686551049E-02
 5.250000395E-04, 5.026204139E-02, 1.878103986E-02
 6.750000175E-04, 5.026204139E-02, 1.992026344E-02
 8.249999955E-04, 5.026204139E-02, 2.065569721E-02
 9.749999736E-04, 5.026204139E-02, 2.116285264E-02
 1.125000068E-03, 5.026204139E-02, 2.153125033E-02
 1.275000046E-03, 5.026204139E-02, 2.181020007E-02
 1.425000024E-03, 5.026204139E-02, 2.202875167E-02
 1.575000002E-03, 5.026204139E-02, 2.220501378E-02
 1.724999980E-03, 5.026204139E-02, 2.235079184E-02
 1.874999958E-03, 5.026204139E-02, 2.247407660E-02
 2.025000053E-03, 5.026204139E-02, 2.258045599E-02
 2.175000031E-03, 5.026204139E-02, 2.267394215E-02
 2.325000009E-03, 5.026204139E-02, 2.275748365E-02
 2.474999987E-03, 5.026204139E-02, 2.283328772E-02
 2.624999965E-03, 5.026204139E-02, 2.290304191E-02
 2.774999943E-03, 5.026204139E-02, 2.296805568E-02
 2.924999921E-03, 5.026204139E-02, 2.302936278E-02
 3.074999899E-03, 5.026204139E-02, 2.308777906E-02
 3.224999877E-03, 5.026204139E-02, 2.314396948E-02
 3.375000088E-03, 5.026204139E-02, 2.319847234E-02
 3.525000066E-03, 5.026204139E-02, 2.325172536E-02
 3.675000044E-03, 5.026204139E-02, 2.330408990E-02
 3.825000022E-03, 5.026204139E-02, 2.335586585E-02
 3.975000232E-03, 5.026204139E-02, 2.340729348E-02
 4.124999978E-03, 5.026204139E-02, 2.345857024E-02
 4.275000188E-03, 5.026204139E-02, 2.350985073E-02
 4.424999934E-03, 5.026204139E-02, 2.356125042E-02
 4.575000145E-03, 5.026204139E-02, 2.361285128E-02
 4.724999890E-03, 5.026204139E-02, 2.366469800E-02
 4.875000101E-03, 5.026204139E-02, 2.371679805E-02
 5.025000311E-03, 5.026204139E-02, 2.376911975E-02
 5.175000057E-03, 5.026204139E-02, 2.382160164E-02
 5.325000267E-03, 5.026204139E-02, 2.387413010E-02
 5.475000013E-03, 5.026204139E-02, 2.392655239E-02
 5.625000224E-03, 5.026204139E-02, 2.397866733E-02
 5.774999969E-03, 5.026204139E-02, 2.403021976E-02
 5.925000180E-03, 5.026204139E-02, 2.408090606E-02
 6.074999925E-03, 5.026204139E-02, 2.413036674E-02
 6.225000136E-03, 5.026204139E-02, 2.417819388E-02
 6.374999881E-03, 5.026204139E-02, 2.422393300E-02
 6.525000092E-03, 5.026204139E-02, 2.426708676E-02
 6.675000302E-03, 5.026204139E-02, 2.430713922E-02
 6.825000048E-03, 5.026204139E-02, 2.434355393E-02
 6.975000259E-03, 5.026204139E-02, 2.437580563E-02
 7.125000004E-03, 5.026204139E-02, 2.440339513E-02
 7.275000215E-03, 5.026204139E-02, 2.442586981E-02
 7.424999960E-03, 5.026204139E-02, 2.444284968E-02
 7.575000171E-03, 5.026204139E-02, 2.445404418E-02
 7.724999916E-03, 5.026204139E-02, 2.445927076E-02
 7.875000127E-03, 5.026204139E-02, 2.445845865E-02
 8.024999872E-03, 5.026204139E-02, 2.445166185E-02
 8.174999617E-03, 5.026204139E-02, 2.443905361E-02
 8.325000294E-03, 5.026204139E-02, 2.442091890E-02
 8.475000039E-03, 5.026204139E-02, 2.439763956E-02
 8.624999784E-03, 5.026204139E-02, 2.436967567E-02
 8.774999529E-03, 5.026204139E-02, 2.433754504E-02
 8.925000206E-03, 5.026204139E-02, 2.430180833E-02
 9.074999951E-03, 5.026204139E-02, 2.426303551E-02
 9.224999696E-03, 5.026204139E-02, 2.422180027E-02
 9.374999441E-03, 5.026204139E-02, 2.417865768E-02
 9.525000118E-03, 5.026204139E-02, 2.413413115E-02
 9.674999863E-03, 5.026204139E-02, 2.408871241E-02
 9.824999608E-03, 5.026204139E-02, 2.404284477E-02
 9.975000285E-03, 5.026204139E-02, 2.399692498E-02
 1.012500003E-02, 5.026204139E-02, 2.395130880E-02
 1.027499977E-02, 5.026204139E-02, 2.390630171E-02
 1.042499952E-02, 5.026204139E-02, 2.386216819E-02
 1.057500020E-02, 5.026204139E-02, 2.381913923E-02
 1.072499994E-02, 5.026204139E-02, 2.377740666E-02
 1.087499969E-02, 5.026204139E-02, 2.373713255E-02
 1.102499943E-02, 5.026204139E-02, 2.369844727E-02
 1.117500011E-02, 5.026204139E-02, 2.366146259E-02
 1.132499985E-02, 5.026204139E-02, 2.362626046E-02
 1.147499960E-02, 5.026204139E-02, 2.359291166E-02
 1.162500028E-02, 5.026204139E-02, 2.356146090E-02
 1.177500002E-02, 5.026204139E-02, 2.353194915E-02
 1.192499977E-02, 5.026204139E-02, 2.350439504E-02
 1.207499951E-02, 5.026204139E-02, 2.347881347E-02
 1.222500019E-02, 5.026204139E-02, 2.345520630E-02
 1.237499993E-02, 5.026204139E-02, 2.343356796E-02
 1.252499968E-02, 5.026204139E-02, 2.341388538E-02
 1.267499942E-02, 5.026204139E-02, 2.339614555E-02
 1.282500010E-02, 5.026204139E-02, 2.338032611E-02
 1.297499985E-02, 5.026204139E-02, 2.336640656E-02
 1.312499959E-02, 5.026204139E-02, 2.335436456E-02
 1.327500027E-02, 5.026204139E-02, 2.334417589E-02
 1.342500001E-02, 5.026204139E-02, 2.333581820E-02
 1.357499976E-02, 5.026204139E-02, 2.332927473E-02
 1.372499950E-02, 5.026204139E-02, 2.332452685E-02
 1.387500018E-02, 5.026204139E-02, 2.332156524E-02
 1.402499992E-02, 5.026204139E-02, 2.332037687E-02
 1.417499967E-02, 5.026204139E-02, 2.332095616E-02
 1.432499941E-02, 5.026204139E-02, 2.332330495E-02
 1.447500009E-02, 5.026204139E-02, 2.332742885E-02
 1.462499984E-02, 5.026204139E-02, 2.333333530E-02
 1.477499958E-02, 5.026204139E-02, 2.334103733E-02
 1.492500026E-02, 5.026204139E-02, 2.335054986E-02
 1.507500000E-02, 5.026204139E-02, 2.336188965E-02
 1.522499975E-02, 5.026204139E-02, 2.337507904E-02
 1.537499949E-02, 5.026204139E-02, 2.339013666E-02
 1.552500017E-02, 5.026204139E-02, 2.340708487E-02
 1.567500085E-02, 5.026204139E-02, 2.342594229E-02
 1.582499966E-02, 5.026204139E-02, 2.344672196E-02
 1.597500034E-02, 5.026204139E-02, 2.346944064E-02
