x,y,dswirl-velocity-dy
 6.247499958E-02, 5.000000075E-02,-6.92E+00
 6.262499839E-02, 5.000000075E-02,-7.08E+00
 6.277500093E-02, 5.000000075E-02,-7.23E+00
 6.292500347E-02, 5.000000075E-02,-7.37E+00
 6.307499856E-02, 5.000000075E-02,-7.50E+00
 6.322500110E-02, 5.000000075E-02,-7.62E+00
 6.337499619E-02, 5.000000075E-02,-7.73E+00
 6.352499872E-02, 5.000000075E-02,-7.83E+00
 6.367500126E-02, 5.000000075E-02,-7.93E+00
 6.382499635E-02, 5.000000075E-02,-8.01E+00
 6.397499889E-02, 5.000000075E-02,-8.09E+00
 6.412500143E-02, 5.000000075E-02,-8.16E+00
 6.427499652E-02, 5.000000075E-02,-8.22E+00
 6.442499906E-02, 5.000000075E-02,-8.27E+00
 6.457500160E-02, 5.000000075E-02,-8.31E+00
 6.472499669E-02, 5.000000075E-02,-8.35E+00
 6.487499923E-02, 5.000000075E-02,-8.37E+00
 6.502500176E-02, 5.000000075E-02,-8.39E+00
 6.517499685E-02, 5.000000075E-02,-8.41E+00
 6.532499939E-02, 5.000000075E-02,-8.41E+00
 6.547500193E-02, 5.000000075E-02,-8.41E+00
 6.562499702E-02, 5.000000075E-02,-8.39E+00
 6.577499956E-02, 5.000000075E-02,-8.38E+00
 6.592500210E-02, 5.000000075E-02,-8.35E+00
 6.607499719E-02, 5.000000075E-02,-8.31E+00
 6.622499973E-02, 5.000000075E-02,-8.27E+00
 6.637500226E-02, 5.000000075E-02,-8.22E+00
 6.652499735E-02, 5.000000075E-02,-8.16E+00
 6.667499989E-02, 5.000000075E-02,-8.10E+00
 6.682500243E-02, 5.000000075E-02,-8.02E+00
 6.697499752E-02, 5.000000075E-02,-7.94E+00
 6.712500006E-02, 5.000000075E-02,-7.84E+00
 6.727500260E-02, 5.000000075E-02,-7.74E+00
 6.742499769E-02, 5.000000075E-02,-7.63E+00
 6.757500023E-02, 5.000000075E-02,-7.51E+00
 6.772500277E-02, 5.000000075E-02,-7.38E+00
 6.787499785E-02, 5.000000075E-02,-7.24E+00
 6.802500039E-02, 5.000000075E-02,-7.09E+00
 6.817500293E-02, 5.000000075E-02,-6.93E+00
 6.832499802E-02, 5.000000075E-02,-6.77E+00
 6.847500056E-02, 5.000000075E-02,-6.59E+00
 6.862500310E-02, 5.000000075E-02,-6.41E+00
 6.877499819E-02, 5.000000075E-02,-6.22E+00
 6.892500073E-02, 5.000000075E-02,-6.02E+00
 6.907500327E-02, 5.000000075E-02,-5.81E+00
 6.922499835E-02, 5.000000075E-02,-5.60E+00
 6.937500089E-02, 5.000000075E-02,-5.38E+00
 6.952500343E-02, 5.000000075E-02,-5.16E+00
 6.967499852E-02, 5.000000075E-02,-4.94E+00
 6.982500106E-02, 5.000000075E-02,-4.71E+00
 6.997499615E-02, 5.000000075E-02,-4.49E+00
 7.012499869E-02, 5.000000075E-02,-4.27E+00
 7.027500123E-02, 5.000000075E-02,-4.05E+00
 7.042499632E-02, 5.000000075E-02,-3.85E+00
 7.057499886E-02, 5.000000075E-02,-3.65E+00
 7.072500139E-02, 5.000000075E-02,-3.46E+00
 7.087499648E-02, 5.000000075E-02,-3.29E+00
 7.102499902E-02, 5.000000075E-02,-3.13E+00
 7.117500156E-02, 5.000000075E-02,-3.00E+00
 7.132499665E-02, 5.000000075E-02,-2.89E+00
 7.147499919E-02, 5.000000075E-02,-2.80E+00
 7.162500173E-02, 5.000000075E-02,-2.74E+00
 7.177499682E-02, 5.000000075E-02,-2.70E+00
 7.192499936E-02, 5.000000075E-02,-2.70E+00
 7.207500190E-02, 5.000000075E-02,-2.72E+00
 7.222499698E-02, 5.000000075E-02,-2.77E+00
 7.237499952E-02, 5.000000075E-02,-2.84E+00
 7.252500206E-02, 5.000000075E-02,-2.94E+00
 7.267499715E-02, 5.000000075E-02,-3.07E+00
 7.282499969E-02, 5.000000075E-02,-3.21E+00
 7.297500223E-02, 5.000000075E-02,-3.38E+00
 7.312499732E-02, 5.000000075E-02,-3.56E+00
 7.327499986E-02, 5.000000075E-02,-3.75E+00
 7.342500240E-02, 5.000000075E-02,-3.95E+00
 7.357499748E-02, 5.000000075E-02,-4.16E+00
 7.372500002E-02, 5.000000075E-02,-4.38E+00
 7.387500256E-02, 5.000000075E-02,-4.60E+00
 7.402499765E-02, 5.000000075E-02,-4.82E+00
 7.417500019E-02, 5.000000075E-02,-5.04E+00
 7.432500273E-02, 5.000000075E-02,-5.26E+00
 7.447499782E-02, 5.000000075E-02,-5.48E+00
 7.462500036E-02, 5.000000075E-02,-5.69E+00
 7.477500290E-02, 5.000000075E-02,-5.90E+00
 7.492499799E-02, 5.000000075E-02,-6.10E+00
 7.507500052E-02, 5.000000075E-02,-6.29E+00
 1.071750000E-01, 5.000000075E-02,-7.72E+00
 1.073250026E-01, 5.000000075E-02,-7.62E+00
 1.074749976E-01, 5.000000075E-02,-7.51E+00
 1.076250002E-01, 5.000000075E-02,-7.40E+00
 1.077749953E-01, 5.000000075E-02,-7.27E+00
 1.079249978E-01, 5.000000075E-02,-7.14E+00
 1.080750003E-01, 5.000000075E-02,-6.99E+00
 1.082249954E-01, 5.000000075E-02,-6.84E+00
 1.083749980E-01, 5.000000075E-02,-6.68E+00
 1.085250005E-01, 5.000000075E-02,-6.51E+00
 1.086749956E-01, 5.000000075E-02,-6.33E+00
 1.088249981E-01, 5.000000075E-02,-6.15E+00
 1.089750007E-01, 5.000000075E-02,-5.95E+00
 1.091249958E-01, 5.000000075E-02,-5.75E+00
 1.092749983E-01, 5.000000075E-02,-5.54E+00
 1.094250008E-01, 5.000000075E-02,-5.33E+00
 1.095749959E-01, 5.000000075E-02,-5.12E+00
 1.097249985E-01, 5.000000075E-02,-4.90E+00
 1.098750010E-01, 5.000000075E-02,-4.68E+00
 1.100249961E-01, 5.000000075E-02,-4.46E+00
 1.101749986E-01, 5.000000075E-02,-4.24E+00
 1.103250012E-01, 5.000000075E-02,-4.02E+00
 1.104749963E-01, 5.000000075E-02,-3.82E+00
 1.106249988E-01, 5.000000075E-02,-3.62E+00
 1.107750013E-01, 5.000000075E-02,-3.43E+00
 1.109249964E-01, 5.000000075E-02,-3.26E+00
 1.110749990E-01, 5.000000075E-02,-3.11E+00
 1.112250015E-01, 5.000000075E-02,-2.98E+00
 1.113749966E-01, 5.000000075E-02,-2.87E+00
 1.115249991E-01, 5.000000075E-02,-2.78E+00
 1.116750017E-01, 5.000000075E-02,-2.72E+00
 1.118249968E-01, 5.000000075E-02,-2.69E+00
 1.119749993E-01, 5.000000075E-02,-2.68E+00
 1.121250018E-01, 5.000000075E-02,-2.71E+00
 1.122749969E-01, 5.000000075E-02,-2.76E+00
 1.124249995E-01, 5.000000075E-02,-2.84E+00
 1.125750020E-01, 5.000000075E-02,-2.95E+00
 1.127249971E-01, 5.000000075E-02,-3.08E+00
 1.128749996E-01, 5.000000075E-02,-3.23E+00
 1.130250022E-01, 5.000000075E-02,-3.40E+00
 1.131749973E-01, 5.000000075E-02,-3.59E+00
 1.133249998E-01, 5.000000075E-02,-3.80E+00
 1.134750023E-01, 5.000000075E-02,-4.02E+00
 1.136249974E-01, 5.000000075E-02,-4.25E+00
 1.137750000E-01, 5.000000075E-02,-4.48E+00
 1.139249951E-01, 5.000000075E-02,-4.73E+00
 1.140749976E-01, 5.000000075E-02,-4.97E+00
 1.142250001E-01, 5.000000075E-02,-5.22E+00
 1.143749952E-01, 5.000000075E-02,-5.47E+00
 1.145249978E-01, 5.000000075E-02,-5.72E+00
 1.146750003E-01, 5.000000075E-02,-5.97E+00
 1.148249954E-01, 5.000000075E-02,-6.22E+00
 1.149749979E-01, 5.000000075E-02,-6.47E+00
 1.151250005E-01, 5.000000075E-02,-6.72E+00
 1.152749956E-01, 5.000000075E-02,-6.96E+00
 1.154249981E-01, 5.000000075E-02,-7.21E+00
 1.155750006E-01, 5.000000075E-02,-7.45E+00
 1.157249957E-01, 5.000000075E-02,-7.69E+00
 1.158749983E-01, 5.000000075E-02,-7.93E+00
 1.160250008E-01, 5.000000075E-02,-8.18E+00
 1.161749959E-01, 5.000000075E-02,-8.42E+00
 1.163249984E-01, 5.000000075E-02,-8.67E+00
 1.164750010E-01, 5.000000075E-02,-8.92E+00
 1.166249961E-01, 5.000000075E-02,-9.17E+00
 1.167749986E-01, 5.000000075E-02,-9.43E+00
 1.169250011E-01, 5.000000075E-02,-9.71E+00
 1.170749962E-01, 5.000000075E-02,-9.99E+00
 1.172249988E-01, 5.000000075E-02,-1.03E+01
 1.173750013E-01, 5.000000075E-02,-1.06E+01
 1.175249964E-01, 5.000000075E-02,-1.10E+01
 1.176749989E-01, 5.000000075E-02,-1.14E+01
 1.178250015E-01, 5.000000075E-02,-1.18E+01
 1.179749966E-01, 5.000000075E-02,-1.23E+01
 1.181249991E-01, 5.000000075E-02,-1.28E+01
 1.182750016E-01, 5.000000075E-02,-1.34E+01
 1.184249967E-01, 5.000000075E-02,-1.42E+01
 1.185749993E-01, 5.000000075E-02,-1.51E+01
 1.187250018E-01, 5.000000075E-02,-1.63E+01
 1.188749969E-01, 5.000000075E-02,-1.77E+01
 1.190249994E-01, 5.000000075E-02,-1.97E+01
 1.191750020E-01, 5.000000075E-02,-2.24E+01
 1.193249971E-01, 5.000000075E-02,-2.64E+01
 1.194749996E-01, 5.000000075E-02,-3.29E+01
 1.196250021E-01, 5.000000075E-02,-4.46E+01
 1.197749972E-01, 5.000000075E-02,-6.92E+01
 1.199249998E-01, 5.000000075E-02,-1.34E+02
 7.499999629E-05, 5.000000075E-02,-1.34E+02
 2.249999961E-04, 5.000000075E-02,-6.92E+01
 3.750000033E-04, 5.000000075E-02,-4.47E+01
 5.249999813E-04, 5.000000075E-02,-3.30E+01
 6.750000175E-04, 5.000000075E-02,-2.65E+01
 8.249999955E-04, 5.000000075E-02,-2.25E+01
 9.749999736E-04, 5.000000075E-02,-1.97E+01
 1.124999952E-03, 5.000000075E-02,-1.78E+01
 1.274999930E-03, 5.000000075E-02,-1.63E+01
 1.425000024E-03, 5.000000075E-02,-1.52E+01
 1.575000002E-03, 5.000000075E-02,-1.43E+01
 1.724999980E-03, 5.000000075E-02,-1.35E+01
 1.874999958E-03, 5.000000075E-02,-1.29E+01
 2.025000053E-03, 5.000000075E-02,-1.23E+01
 2.175000031E-03, 5.000000075E-02,-1.19E+01
 2.325000009E-03, 5.000000075E-02,-1.14E+01
 2.474999987E-03, 5.000000075E-02,-1.10E+01
 2.624999965E-03, 5.000000075E-02,-1.07E+01
 2.774999943E-03, 5.000000075E-02,-1.04E+01
 2.924999921E-03, 5.000000075E-02,-1.00E+01
 3.074999899E-03, 5.000000075E-02,-9.75E+00
 3.224999877E-03, 5.000000075E-02,-9.46E+00
 3.374999855E-03, 5.000000075E-02,-9.18E+00
 3.524999833E-03, 5.000000075E-02,-8.91E+00
 3.674999811E-03, 5.000000075E-02,-8.64E+00
 3.824999789E-03, 5.000000075E-02,-8.38E+00
 3.975000232E-03, 5.000000075E-02,-8.12E+00
 4.124999978E-03, 5.000000075E-02,-7.85E+00
 4.275000188E-03, 5.000000075E-02,-7.59E+00
 4.424999934E-03, 5.000000075E-02,-7.33E+00
 4.575000145E-03, 5.000000075E-02,-7.07E+00
 4.724999890E-03, 5.000000075E-02,-6.80E+00
 4.875000101E-03, 5.000000075E-02,-6.54E+00
 5.024999846E-03, 5.000000075E-02,-6.27E+00
 5.175000057E-03, 5.000000075E-02,-6.00E+00
 5.324999802E-03, 5.000000075E-02,-5.74E+00
 5.475000013E-03, 5.000000075E-02,-5.47E+00
 5.624999758E-03, 5.000000075E-02,-5.20E+00
 5.774999969E-03, 5.000000075E-02,-4.94E+00
 5.925000180E-03, 5.000000075E-02,-4.68E+00
 6.074999925E-03, 5.000000075E-02,-4.43E+00
 6.225000136E-03, 5.000000075E-02,-4.19E+00
 6.374999881E-03, 5.000000075E-02,-3.96E+00
 6.525000092E-03, 5.000000075E-02,-3.74E+00
 6.674999837E-03, 5.000000075E-02,-3.53E+00
 6.825000048E-03, 5.000000075E-02,-3.35E+00
 6.974999793E-03, 5.000000075E-02,-3.18E+00
 7.125000004E-03, 5.000000075E-02,-3.04E+00
 7.274999749E-03, 5.000000075E-02,-2.93E+00
 7.424999960E-03, 5.000000075E-02,-2.84E+00
 7.574999705E-03, 5.000000075E-02,-2.79E+00
 7.724999916E-03, 5.000000075E-02,-2.76E+00
 7.875000127E-03, 5.000000075E-02,-2.76E+00
 8.024999872E-03, 5.000000075E-02,-2.80E+00
 8.174999617E-03, 5.000000075E-02,-2.86E+00
 8.324999362E-03, 5.000000075E-02,-2.96E+00
 8.475000039E-03, 5.000000075E-02,-3.07E+00
 8.624999784E-03, 5.000000075E-02,-3.22E+00
 8.774999529E-03, 5.000000075E-02,-3.38E+00
 8.924999274E-03, 5.000000075E-02,-3.56E+00
 9.074999951E-03, 5.000000075E-02,-3.76E+00
 9.224999696E-03, 5.000000075E-02,-3.97E+00
 9.374999441E-03, 5.000000075E-02,-4.19E+00
 9.525000118E-03, 5.000000075E-02,-4.41E+00
 9.674999863E-03, 5.000000075E-02,-4.64E+00
 9.824999608E-03, 5.000000075E-02,-4.88E+00
 9.974999353E-03, 5.000000075E-02,-5.11E+00
 1.012500003E-02, 5.000000075E-02,-5.34E+00
 1.027499977E-02, 5.000000075E-02,-5.57E+00
 1.042499952E-02, 5.000000075E-02,-5.80E+00
 1.057499927E-02, 5.000000075E-02,-6.02E+00
 1.072499994E-02, 5.000000075E-02,-6.23E+00
 1.087499969E-02, 5.000000075E-02,-6.43E+00
 1.102499943E-02, 5.000000075E-02,-6.63E+00
 1.117499918E-02, 5.000000075E-02,-6.82E+00
 1.132499985E-02, 5.000000075E-02,-7.00E+00
 1.147499960E-02, 5.000000075E-02,-7.17E+00
 1.162499934E-02, 5.000000075E-02,-7.33E+00
 1.177500002E-02, 5.000000075E-02,-7.48E+00
 1.192499977E-02, 5.000000075E-02,-7.62E+00
 1.207499951E-02, 5.000000075E-02,-7.75E+00
 1.222499926E-02, 5.000000075E-02,-7.87E+00
 1.237499993E-02, 5.000000075E-02,-7.98E+00
 1.252499968E-02, 5.000000075E-02,-8.08E+00
 1.267499942E-02, 5.000000075E-02,-8.17E+00
 1.282499917E-02, 5.000000075E-02,-8.25E+00
 1.297499985E-02, 5.000000075E-02,-8.32E+00
 1.312499959E-02, 5.000000075E-02,-8.38E+00
 1.327499934E-02, 5.000000075E-02,-8.43E+00
 1.342500001E-02, 5.000000075E-02,-8.48E+00
 1.357499976E-02, 5.000000075E-02,-8.51E+00
 1.372499950E-02, 5.000000075E-02,-8.53E+00
 1.387499925E-02, 5.000000075E-02,-8.55E+00
 1.402499992E-02, 5.000000075E-02,-8.56E+00
 1.417499967E-02, 5.000000075E-02,-8.55E+00
 1.432499941E-02, 5.000000075E-02,-8.54E+00
 1.447499916E-02, 5.000000075E-02,-8.52E+00
 1.462499984E-02, 5.000000075E-02,-8.49E+00
 1.477499958E-02, 5.000000075E-02,-8.45E+00
 1.492499933E-02, 5.000000075E-02,-8.40E+00
 1.507499907E-02, 5.000000075E-02,-8.34E+00
 1.522499975E-02, 5.000000075E-02,-8.28E+00
 1.537499949E-02, 5.000000075E-02,-8.20E+00
 1.552499924E-02, 5.000000075E-02,-8.11E+00
 1.567500085E-02, 5.000000075E-02,-8.02E+00
 1.582499966E-02, 5.000000075E-02,-7.91E+00
 1.597500034E-02, 5.000000075E-02,-7.80E+00
 1.612499915E-02, 5.000000075E-02,-7.67E+00
 4.312499985E-02, 5.000000075E-02,-5.82E+00
 4.327499866E-02, 5.000000075E-02,-5.60E+00
 4.342499748E-02, 5.000000075E-02,-5.38E+00
 4.357500002E-02, 5.000000075E-02,-5.15E+00
 4.372499883E-02, 5.000000075E-02,-4.92E+00
 4.387499765E-02, 5.000000075E-02,-4.69E+00
 4.402500018E-02, 5.000000075E-02,-4.47E+00
 4.417499900E-02, 5.000000075E-02,-4.24E+00
 4.432499781E-02, 5.000000075E-02,-4.03E+00
 4.447499663E-02, 5.000000075E-02,-3.82E+00
 4.462499917E-02, 5.000000075E-02,-3.62E+00
 4.477499798E-02, 5.000000075E-02,-3.43E+00
 4.492499679E-02, 5.000000075E-02,-3.26E+00
 4.507499933E-02, 5.000000075E-02,-3.11E+00
 4.522499815E-02, 5.000000075E-02,-2.99E+00
 4.537499696E-02, 5.000000075E-02,-2.88E+00
 4.552499950E-02, 5.000000075E-02,-2.80E+00
 4.567499831E-02, 5.000000075E-02,-2.75E+00
 4.582499713E-02, 5.000000075E-02,-2.73E+00
 4.597499967E-02, 5.000000075E-02,-2.73E+00
 4.612499848E-02, 5.000000075E-02,-2.76E+00
 4.627499729E-02, 5.000000075E-02,-2.83E+00
 4.642499983E-02, 5.000000075E-02,-2.91E+00
 4.657499865E-02, 5.000000075E-02,-3.03E+00
 4.672499746E-02, 5.000000075E-02,-3.16E+00
 4.687500000E-02, 5.000000075E-02,-3.32E+00
 4.702499881E-02, 5.000000075E-02,-3.49E+00
 4.717499763E-02, 5.000000075E-02,-3.68E+00
 4.732500017E-02, 5.000000075E-02,-3.88E+00
 4.747499898E-02, 5.000000075E-02,-4.10E+00
 4.762499779E-02, 5.000000075E-02,-4.31E+00
 4.777499661E-02, 5.000000075E-02,-4.54E+00
